"title","link","text"
"下雨+颱風 氣象局告訴你未來10日天氣","/news/story/7266/3357888","昨天雷雨襲擊北北基，今日持續下雨。 聯合報系資料照片／記者鄭清元攝影分享  facebook   昨天雷雨襲擊北北基，多處淹水，今日持續下雨，氣溫降低不少，頗有秋的味道。
最近天氣如何？氣象局臉書粉絲專頁「報天氣-中央氣象局」稍早貼文，預報未來10日天氣。
氣象局指出，周二、周三（11日、12日）巴士海峽附近的熱帶性低氣壓持續發展，並在這段期間最靠近台灣，影響台灣附近的天氣，容易為北部、東半部及南部地區帶來降雨，不過目前此熱帶系統的發展程度及未來走向仍有不確定性。
至於周四、周五（13日、14日）太平洋高壓增強，熱帶系統遠離，整體降雨減少，其他各地恢復為多雲到晴、午後雷陣雨的天氣型態，僅東半部地區及北部山區仍有局部短暫陣雨。
第22號颱風山竹下午已增強為中颱，並持續增強中，預計周六、周日（15日、16日）從巴士海峽通過，受颱風或其外圍環流影響，北部及東半部地區有短暫陣雨或雷雨，其他地區有局部短暫陣雨或雷雨，但氣象局指出，颱風路徑預報存在不確定性，民眾應隨時更新最新預報資訊。
至於17日至19日颱風遠離，但台灣附近水氣仍多，各地仍有短暫陣雨或雷雨。第22號颱風山竹下午增強為中度颱風。圖╱氣象局提供分享  facebook   "
"臉書po慘痛經驗！ 劉宏恩呼籲用這家訂房平台前三思","/news/story/7266/3357247","政大法律系副教授劉宏恩。 聯合報系資料照分享  facebook   國際訂房網風行，政大法律系副教授劉宏恩今在臉書發表慘痛經驗，請大家出國自助慎選是否要用Booking.com訂房。
劉宏恩分享他荷蘭血淋淋的親身經歷表示，Booking.com明明已經charge他的信用卡，也寄給他confirmation，但他到了旅館，才發現根本沒有他的房間。他質疑，信用卡帳單已清楚記載Booking.com收了這筆錢，難道confirmation是寄假的？這樣是要害消費者無預警之下流落街頭嗎？
稍後他說，他已另找到一家小小旅館棲身，不用露宿街頭。但他發現，Booking.com的受害人很多，很多人的遭遇都跟他一樣，提醒大家慎選訂房網。
劉宏恩受訪指出，他因此經驗，在網上客訴超過12個小時，但至今沒人理他。且客服電話是台灣和香港電話，民眾在國外，根本不可能花昂貴的漫遊國際電話費去客訴，且他臉友也指出客訴沒有用，服務品質很差。
劉宏恩發文引發網友熱烈討論，有人說今年八月去泰國也是出狀況，宣稱的旅館根本只是供出租的公寓，一棟大樓，不同層歸兩個老闆，彼此服務員互不管對方；有人說，向對方抗議住素樣貌為何和網頁不同，對方直接取消我們房間，還要報警趕他們走。
有網友認為，Agoda比Booking.com好 ，不過有人指出，兩家其實老闆一樣。也有人分享，他用Agoda訂房，該房註明免費退訂，後來雖真的退訂，但預收的房費，讓他連續追了5個月才退，感覺很不好。


"
"殺破狼周運勢／白羊恐和朋友翻臉 處女被公司高薪挖角","/news/story/7268/3349316","殺破狼星座運勢。 圖／ingimage分享  facebook   


 



整體運勢：

工作運方面，新月發生在工作宮位，同時，火星也離開的志業宮位，有許多麻煩的問題終於解決了，許多事務可望重新開始，新月期間，可許下與工作有關的願望，工作會更為順利。

 

感情運方面，金星、木星齊聚慾望宮位，與喜歡的人在親密關係上獲得滿足，兩人在物質生活上盡情享樂。單身的白羊座容易流連歡愉場所排遣寂寞，此時也會吸引到一些露水姻緣。

 

本週須注意的部分：

金錢運方面，在財務宮位的金星受到人際關係宮位的火星影響，與人的金錢往來有些不愉快，此時不要跟團購，或幫人代買東西，當心被週遭的友人強迫購買直銷產品或是投資商品，某些消費超乎你預期，有受騙上當的感覺。

 

人際關係方面，火星順行回人際關係宮位，並受到金星與天王星影響，當心金錢方面的問題與某個朋友徹底翻臉，此時也會覺得與週遭某些人的價值觀格格不入，會想遠離人群一陣子。

 

 



整體運勢：

遠行運方面，火星離開了遠行宮位，在外地工作、留學、打工度假、生活的金牛座，在異地會遇到生命中重要的人，原本苦悶的生活開始感受得到一絲暖意。有旅行或是出差計畫的金牛座，可能在旅途中巧遇名人，令你非常驚喜。

 

感情運方面，新月發生在戀愛宮位，會突然被某個對象告白，雖然你也很喜歡對方，但由於新月受到海王星影響，彼此間有一些情感關係尚未清理乾淨。新月期間，許下與戀愛有關的願望，可望有情人成眷屬。

 

本週須注意的部分：

工作運方面，火星順行回志業宮位，受到夥伴宮位的金星影響，平常看似與你的關係不錯同事，常把自己份內的工作都給你做，使你不斷需要加班，還要扛責任，不知不覺當了冤大頭還不自知。

 

人際關係方面，在人際關係宮位的海王星受到新月影響，情感關係上的麻煩，使你在人際關係圈內的名聲被傳得不太好聽，處理好自己的情感關係，朋友才有立場挺你。

 

 



整體運勢：

金錢運方面，火星離開了財務宮位，某些投資停損之後，突然會感覺經濟負擔輕鬆多了，對於過去在金錢上的執念，不禁感到愚蠢。沒有投資習慣的雙子座，戒除掉一些習慣與慾望後，會發現存款增加許多，經濟狀況寬裕不少。

 

工作運方面，金星與木星齊聚工作宮位，工作表現亮眼，會在此時被外派，或是需要到外地出差一趟，承接更為艱鉅的任務，可領到較為優渥的差旅補助，但壓力相對而言也較大。

 

家宅運方面，新月發生在家宅宮位，有搬家需求的雙子座，會在此時找到合適的居所，儘速搬家。沒有搬家需求的雙子座，會在此時添購新的傢俱與家電，新月期間，可許下與「家」有關的願望，會獲得良好的能量幫助。

 

本週須注意的部分：

遠行運方面，火星進入遠行宮位，受到健康宮位的金星影響，出遠門需注意水土不服的問題，同時要當心交通事故與人身安全，到外地特別容易感冒，請把常備藥品帶在身上，以應不時之需。

 

健康運方面，在健康宮位的金星受到火星與天王星影響，會是身體健康較不理想的時期，內分泌與免疫系統也容易出問題，肝功能不佳，需特別注意作息。

 

 



整體運勢：

工作運方面，新月發生在面試宮位，尋求新工作，結果出乎意料的好，面試可同時錄取好幾個單位，新月期間，可許下與面試、轉換新工作有關的願望，會獲得良好的能量幫助。

 

旅行運方面，新月發生在旅遊宮位，會有人揪團到想朝聖的地方旅遊，令你十分心動，但由於新月受到海王星影響，稍微猶豫不決就來不及報名了。新月期間，可許下與旅行有關的願望，會獲得良好的能量幫助。

 

學習運方面，新月發生在學習宮位，進入新學期，在學業上的表現受人矚目，此時會發現自己喜歡的科目取向，新月期間，可許下與學習有關的願望，會獲得良好的能量幫助。

 

本週須注意的部分：

感情運方面，在戀愛宮位的金星受到天王星與火星影響，容易陷入意想不到的畸戀中，即便自己也不看好這段愛戀，卻無法自拔，某些巨蟹座會在此時懷孕，但這個孩子並不是在你預期內到來的，或是孩子的狀況不太穩定，需好好安胎。

 

金錢運方面，火星進入財務宮位，此時會有許多預期之外的花費，除了交際應酬玩樂的支出外，還會有許多費用花在醫療方面，有寵物或是小孩的巨蟹座，孩子們所需的開銷也較多。有投資習慣的巨蟹座此時容易虧損，千萬不要從事高風險的金錢遊戲，容易血本無歸。

 

健康運方面，火星進入疾厄宮位，需注意刀火燙傷見血光的意外事故，交通安全要注意，容易爆發急性的疾病，嚴重的話甚至要住院或動手術治療。

 

 



整體運勢：

金錢運方面，新月發生在金錢宮位，在正職之外，會尋求到一份固定的兼差，收入有增加的趨勢，新月期間，可許下與金錢有關的願望，會獲得良好的能量幫助。

 

工作運方面，火星離開了工作宮位，可暫時獲得短暫的休假，不用經常性的打卡，突然覺得日子輕鬆很多，然而，由於志業宮位的天王星受到火星與金星的影響，突然閒下來也會覺得很無聊，或是有些心慌。

 

本週須注意的部分：

感情運方面，火星進入感情宮位，與另一半的關係變得較緊張，累積已久的小問題會成為吵架的導火線，某些已經分手的獅子座會不斷地受到前情人糾纏，被索討一些東西，讓你不勝其擾。

 

家宅運方面，在家宅宮位的金星受到在志業宮位的天王星影響，因為工作的因素，必須要搬家或離家，或是家宅目前需要修繕，需要暫時在外頭的旅館居住一陣子，居住在外頭也特別容易睡不好。

 

 



整體運勢：

面試運佳，金星與木星齊聚面試宮位，許多公司對你個人的資歷非常有興趣，可能會以高薪挖角你，或是開出超出你要求的條件，很快就能進入理想的單位任職。

 

學習運方面，金星與木星齊聚學習宮位，一開學就可能被選為重要的幹部，在功課上的表現也特別受到師長青睞，有可能代表班級或學校參加學藝競賽。

 

感情運方面，新月發生在命宮，同時火星離開了戀愛宮位，此時會決定割捨掉一段無法繼續再前進的關係，重新生活，新月期間，可許下與情感有關的願望，渴望獲得新月祝福，早日邂逅真命天子（女）。

 

本週須注意的部分：

工作運方面，火星順行回工作宮位，有些麻煩的差事會指名你到外地擦屁股，甚至要常駐在異國，此時接下的任務與職務會使你的工作量暴增，任務也十分艱鉅。

 

健康運方面，火星順行回健康宮位，工作容易過勞，要當心爆發急性疾病，同時要小心血光之災，尤其特別要留意交通安全，此時體力消耗較為快速，容易疲累，很需要時間多休息。

 

 



整體運勢：

金錢運方面，金星與木星齊聚金錢宮位，對於一些誘惑較為無法節制，容易失心瘋購買昂貴的東西，享受奢華的服務，品嚐高價的美食，花較多的錢去玩樂，但至少這些錢都是花在愉快的事情上。

 

感情運方面，火星順行回戀愛宮位，單身的天秤座，容易在夜店或是一些歡愉場所被搭訕，但要當心被爛桃花糾纏。有對象天秤座，兩人過渡沈溺在肉慾之中，會耽誤很多重要的正經事。

 

本週須注意的部分：

工作運方面，在工作宮位的海王星受到新月影響，職場上有些秘密會被渲染開來，使得辦公室的氣氛較為渙散，無法專心工作。某些天秤座執行一些重要事務容易出錯，可能會因此被調整職務。

 

健康運方面，在健康宮位的海王星受到新月影響，睡眠品質不理想，精神狀況不佳，對於生活有些倦怠，新月期間可開始調整作息，許下對於心靈平靜相關的願望，會獲得能量的撫慰與療癒。

 

 



整體運勢：

人際關係運勢佳，新月發生在人際關係宮位，會轉換或加入一個新的團體，認識新的朋友，這些朋友會是你日後很重要的人脈。新月期間許下與人際關係相關的願望，未來會獲得貴人幫助。

 

學習運方面，土星與冥王星齊聚學習宮位，相位良好，會遇到對你較為嚴格的老師，覺得壓力很大，然而這個老師將發掘你獨一無二的天賦，你能因此擺脫魯蛇的地位。

 

工作運方面，金星與木星齊聚命宮，會有非常難得的工作機會找上你，這是你鹹魚翻身的契機，但週遭會有許多人反對這個抉擇，使你陷入苦思。

 

本週須注意的部分：

感情運方面，在戀愛宮位的海王星受到新月影響，會有一個令你怦然心動的人翩然降臨在你的生命中，然而你或是對方身邊已經有固定伴侶了。某些天蠍座要當心戀情被第三者介入，此時戀情破局的機率較高，小心危險人物。

 

家宅運方面，火星順行回家宅宮位，某個家人會令你較為操心，或是容易因為一些老問題起爭執，會是家庭狀況較為不佳的時期。有些天蠍座可能會因為一些因素需要緊急搬家或離家，居住環境與狀況不良，生活較為動盪。

 

 



整體運勢：

金錢運方面，火星離開金錢宮位，同時在金錢宮位的土星與冥王星相位良好，經濟狀況會稍微穩定下來，不會再有額外的開銷讓你破財，對於金錢會更為珍惜，開始攢下一些積蓄。

 

工作運方面，新月發生在志業宮位，會在此時可望轉換新的職務，或是有一個新的案件開始進行，新月期間許下與工作相關的願望，會獲得良好的能量幫助。

 

本週須注意的部分：

感情運方面，金星進入秘密宮位，受到天王星與火星影響，會對網路上認識的一個對象產生好感，但要當心陷入網路的感情詐騙陷阱，或是惹上爛桃花。某些射手座受到過去喜歡過的對象言語暴力攻擊，卻還是無法討厭對方，口出惡言，畢竟雙方都曾真心付出過。

 

交通運方面，火星順行回交通宮位，長期使用的交通工具故障頻頻，同時行車容易與人發生糾紛，被開罰單的機率也較高，這段時間須特別注意交通安全。

 

當心口舌是非，在交通宮位的火星受到天王星與金星的影響，在網路上發洩情緒，容易招惹無聊的人士肉搜，或惹上麻煩，這段時間需特別謹言慎行。

 

 



整體運勢：

工作運方面，火星離開命宮，同時在命宮的土星與冥王星相位良好，在職場上的陰霾終於煙消雲散，努力工作累積出的實力將會有機會展現。

 

遠行運佳，新月發生在遠行宮位，若是想到外地求學、工作、出差、生活、交換學生、打工度假、旅行的摩羯座，不妨藉由新月的能量開始尋求資訊，並許下願望，會受到良好的能量幫助。

 

人際關係方面，金星與木星齊聚人際關係宮位，會有許多交際應酬的邀約，參加一些社交活動不但可以建立人脈，也可能遇到生命中重要的貴人，但由於金星受到在金錢宮位的火星影響，花在人情義理方面的費用也會比較多。

 

本週須注意的部分：

感情運方面，在戀愛宮位的天王星受到金星與火星影響，週遭不乏有追求者或是條件不錯的對象示好，但你最喜歡的人就是不怎麼搭理你。此時可能會有情敵跟你競爭，但你就是放不下身段向對方告白。

 

金錢運方面，火星順行回金錢宮位，花在戀愛對象、人際關係、寵物，或是孩子身上的開銷太多，這個月的生活費可能需要縮衣節食。

 

 



整體運勢：

金錢運方面，新月發生在財務宮位，會開始涉獵一些理財資訊，強迫自己多存些錢，但由於新月受到海王星影響，要當心被一些不切實際的騙術所蒙蔽。新月期間，可許下與金錢有關的願望，會獲得良好的能量幫助。

 

工作運方面，金星與木星齊聚志業宮位，工作表現亮眼，會因此承接一個重大的任務，但由於金星受到天王星影響，這份工作需要做些大膽的改革，挑戰性較高，考驗著你的抗壓力。

 

本週須注意的部分：

健康運方面，火星順行回命宮，這段期間要注意刀火燙傷見血光，同時會是急性疾病爆發的高峰期，嚴重的話甚至要動手術治療，體力消耗量較大，容易感到疲倦。

 

感情運方面，新月發生在慾望宮位，容易先性後愛，以肉體關係確認彼此的感覺，但由於新月受到海王星的影響，在激情過後，反而會感到空虛，發現對方似乎不是你所期望的對象。

 

家宅運方面，在家宅宮位的天王星受到火星與金星的影響，居家要注意電器與爐火，門戶要當心宵小入侵，此時與家人關係較為不良，容易冷戰或是被孤立，某些水瓶座常常無法回家，必須在外地過夜，與家人相處的時間變少。

 

 



整體運勢：

感情運方面，新月發生在感情宮位，會有意想不到的對象對你表達好感，你並不排除與對方發展更進一步的關係，新月期間可許下與感情有關的願望，戀情會獲得新月的祝福。

 

遠行運方面，金星與木星齊聚遠行宮位，此時遠行或是出門在外的雙魚座，在食宿上會獲得高規格的待遇，甚至因為特殊的身份獲得升等。單身的雙魚座在旅程中容易有怦然心動的邂逅，會是非常適合出遠門的時期。

 

本週須注意的部分：

工作運方面，在溝通宮位的天王星受到火星與金星的影響，職場上與許多人溝通不良，感覺專業被嚴重糟蹋，無法充分信任一起合作的夥伴，甚至對於工作產生嚴重的倦怠。

 

人際關係方面，土星與冥王星齊聚人際關係宮位，總在曲終人散之後，得默默收拾殘局，已經不想再當這種爛好人，此時會躲起來耍孤僻，但這會使你在人際關係中的位置更為不利。

 ＊本篇文章為授權報導專欄，未經同意禁止轉載。

【更多精采內容，詳見殺破狼占星手記Blog】 "
"受困關西機場 航空業者這樣做讓民眾大推太貼心","/news/story/7266/3357442","這次颱風燕子重創日本關西機場，不少民眾受困，有受困台灣民眾在網路上經驗，自己預計從關西改點由成田回台，要自費4千多台幣搭新幹線往東京，結果日航竟補交通費2萬元日幣給乘客，讓民眾直呼太貼心。
有民眾在「日本自助旅遊中毒者」臉書頁面轉發此次受困民眾經驗，原本預計搭乘日本航空由大阪關西機場飛回台灣，此次受困關西機場，緊急改由東京成田機場飛回台灣，自費4千多元台幣搭乘新幹線去東京。
民眾不斷詢問保險公司是否有理賠，但理賠的範疇是「延誤」4~6小時以上才，像這樣改點的情況，且僅比原定時間晚1小時改由東京飛台灣，根本沒有補償，正在心灰意冷之際，沒想到民眾在成田機場報到後，竟在看見日航在一旁設置臨時櫃直接補2萬元日幣（相當於台幣5千5百元）給旅客，讓民眾大呼比保險公司更貼心。
貼文一出，不少民眾紛紛呼應日航超貼心，曾經從關西搭日航要回台灣，因調度問題延飛，導致回台灣後搭不到末班高鐵回台南，日航竟來信告知要給予高鐵票的費用或其他住宿的費用，至於像是母乳在飛機上的保存也都熱切回應，令人備感窩心。日航補助民眾交通費用。取自「日本自助旅遊中毒者」臉書頁分享  facebook   "
"極端氣候下不可能不淹水！ 專家籲觀念要改變","/news/story/7266/3357290","近兩周來全台各地輪流下豪大雨，造成淹水問題。專家指出，在全球暖化下，極端氣候等異常氣象已經是現在進行式，且強度跟頻率只會愈來愈多，既然不可能建造一座不淹水的城市，則應該想辦法讓水退得更快，例如保留綠地分攤雨水等，避免造成更大災害。
天氣風險管理開發公司總監賈新興說，造成淹水有很多原因，降雨僅為其中一個因素，以大台北地區昨天降雨來看，積水很快就退去，仍屬正常；前波823中南部淹水，則是因為很多地方是低窪沿海地區，本就低於海平面，加上又遇到滿潮，水排不出去，才會造成積水難退。
賈新興說，在全球暖化下，極端暴雨、乾旱熱浪，這種異常現象很多地方都正在發生，台灣也曾發生因西南氣流，1小時內累積雨量189毫米，甚至是6小時內降下1千毫米以上等極端降雨，強降雨造成的積淹水狀況也是反映地球暖化的結果，我們不可能建造一個不淹水的城市，而應該從另一個角度看，讓淹水時間減短，恢復時間更快。
成功大學水利及海洋工程系特聘教授詹錢登指出，各地排水設計有一定標準，超過就會淹水，只要雨一停，淹水能在短時間如一、兩小時內消散，表示排水系統沒有問題，倘若一遇小雨就淹，雨停後還繼續淹，就可能是排水路堵塞，也許是樹枝樹葉或垃圾造成，這時就可能涉及排水路的維護管理。
詹錢登說，還有一種是低窪地勢，可能靠近海邊，一有漲潮就淹水，這是土地利用的問題；不同地區的淹水有不同的狀況，又如日前南部降雨淹水難退，但昨日北部降雨淹水消退快，也可能是因為南部降雨時間較長的原因。
詹錢登表示，就像是人不可能不生病一樣，天然災害一直跟我們存在，重點是如何降低災害，只要能在一定時間內讓積水退去，現在承受一點小積水，避免造成某處難以恢復的大淹水，另外，都市內應該盡量減少水泥化，多增加一些綠地、透水層，讓公園、空地多裝一點雨水來分攤。昨日基隆時雨量近百毫米多處淹水。本報系資料照，讀者王安棟提供分享  facebook   "
"亞培安素6項疑慮產品 截至中午共下架246萬罐","/news/story/7266/3357590","亞培安素變質案，六項疑慮產品被要求在48小時內預防性下架，需於今天下午5時前全數下架完成。據衛福部食藥署統計，截至中午12時，全台已下架246萬4411罐產品。
亞培六項疑慮產品分別為「亞培原味安素」、「腎補納」、「普寧勝」、「管灌安素」、「健力體」及「愛美力HN」。
昨天傳出「葡勝納」也有問題。食藥署食品組檢技黃琴喨表示，北市衛生局還在調查釐清中，看是否過去也有接獲客訴，目前無法證實。北市衛生局要求亞培針對圖中六款商品進行預防性下架。圖／台北市衛生局提供分享  facebook   "
"黑熊屢現山屋 學者籲：釜底抽薪","/news/story/7470/3357119","嘉明湖國家步道的兩座山屋因陸續有黑熊進入找食物，緊急封閉半個月，已於本周重新開放。不過，學者表示，重新開放之後，難不成黑熊就不來了？就不會對遊客造成威脅了嗎？學者與專家都呼籲，山屋一定要落實管理防熊，避免發生人熊衝突的憾事，否則將重創黑熊保育工作。
近期台灣黑熊闖入民宅吃雞、還在花蓮南安遊憩區過馬路被民眾拍攝到，屏東科技大學動物保育研究所所長黃美秀表示，熊是機會主義者，哪裡有好吃的、免費大餐，即使有風險，也會想要吃不勞而獲的美食。她說，熊的學習力好，一但發現甜頭，就會盡量留下來。
嘉明湖國家步道每年吸引眾多登山客，黃美秀表示，雖然封山半個月，但是如果不釜底抽薪，管理落實杜絕人類食物來源，黑熊還會回來。她表示，管理單位責無旁貸，硬體設施和山林教育必須落實「防熊」，民眾也要配合，不要在山林中亂丟廚餘、放食物等，落實無痕山林的精神。
針對黑熊管理，台東林管處長劉瓊蓮表示，將針對經常到山屋的黑熊，進行聲音驅趕，像是播放環保鞭炮，請山屋管理員、清潔人員敲鑼打鼓等方式將熊嚇跑。劉瓊蓮也表示，將在森林周邊建立預警系統，當野生動物出現時，會自動回傳訊息到管理人員手機，不過，如何裝設還要進行評估。
劉瓊蓮指出，無痕山林管理於105年確實落實，不過這一年來，螺絲較鬆，沒有嚴格要求，即日起將嚴格建立廚餘管理。此外，她也表示，將重新檢視防熊設施，添購更多防熊櫃與防熊桶，門窗也考慮改為黑熊不會用的拉式替代推式，廚房也會採室內化，將是未來兩年內的重要工作。
近來有不少民眾於網路平台看到山屋中黑熊影片之後，紛紛留言覺得黑熊好可愛，想要前往拍攝黑熊，對此，黃美秀提醒，黑熊雖然表面上對人無害，但是風險大，民眾要非常留意。台灣黑熊保育協會專案經理郭彥仁表示，國外對於黑熊的安全距離，是目視距離約一個大姆指大小。
進入黑熊領域 謹記防熊四招
正確防熊如何做？台灣黑熊保育協會專案經理郭彥仁表示，於登山期間適時談話發出聲音，將食物正確收納放入防熊櫃、防熊桶中，但台灣目前的這個設施不多。此外，避免晨昏、夜間活動、避免單獨行動，是防熊最重要的四策略。台東林管處則表示，近期就會添購更多防熊桶與防熊櫃置放於山屋。
郭彥仁表示，在有熊出沒的地方爬山，在視線不清處，如過彎、轉角、茂密草叢處，要發出一些噪音，像是熊鈴或者是人聲等，還有團體行動等很重要，他提到，在美國有些國家公園更會強烈建議要團隊行動。
除此之外，避免晨昏如上午4點到7點、下午5點到7點、以及避免夜間時間活動也很重要，郭彥仁表示，這是野生動物活動的高峰期，在這個時候活動，遇到的機會相對比較高，此外，也能注意周遭環境，如果有新鮮的熊排遺，熊腳印，熊的抓痕，很可能熊就在附近，也要提高注意力。
他也提到，食物、廚餘一定要收到防熊櫃、儲物櫃中，甚至裝過食物的塑膠袋，即便清洗之後，也都不應該暴露在外，因為殘留的味道，可能會吸引野生動物來，導致誤食塑膠袋。
他指出，以美國、日本為例，有規定食物絕對不能放在帳篷內，要擺在帳篷外面，放在防熊罐中，且煮飯處、帳篷、防熊櫃要放在不同地方，最好的方式是呈現成正三角形擺法，帳篷優先挑選放在上風處，另外兩邊下風處一處煮飯，另一處擺防熊櫃，這樣可以分散風險，避免熊跑到帳篷找食物。山屋屢現黑熊，專家呼籲，主管單位應該採取積極的管制作為，避免人熊衝突事件。圖／台灣黑熊保育協會提供分享  facebook   "
"外食族怕腸癌 醫師說吃這些食物最好","/news/story/7266/3357325","「心海羅盤」葉教授7月因大腸癌病逝，不少名人像李國修、汪笨湖、豬哥亮也都因為罹患大腸癌去世，大腸癌更成為台灣好發癌症第一名，尤其台灣外食族人口多，怎麼吃才能避免大腸癌上身，已是大家關注的問題。
衛生福利部南投醫院院長洪弘昌說，台灣外食族比例高，西化飲食習慣，普遍蔬菜水果攝取不足，腸胃道潰瘍及腸胃道癌症罹病人數逐年攀升，年齡層也逐漸下降。高麗菜就是天然的胃藥，高麗菜屬於十字花科蔬菜，所含的<U+5432><U+54DA>-3-甲醇（indole-3-carbinol，I3C）經身體代謝會影響免疫疾病及減緩發炎反應。
餵食老鼠給十字花科蔬菜，會延緩甚至終止腫瘤細胞的發展。這類蔬菜都含有異硫氰化物、類胡蘿蔔素、維生素C等，可使肝臟酵素活性提高，也可提高小腸黏膜<U+9176>活性，研究顯示十字花科蔬菜攝取具有抗腫瘤細胞生長作用，除了高麗菜外，還有青花菜、花椰菜、蘿蔔、大白菜、芥蘭等，也都是保護腸胃，預防癌症的好食物。
南投醫院營養室主任蔡秀雯說，高麗菜質地脆甜，營養價值也很高，維生素U也具有保護黏膜細胞的作用，青花菜及高麗菜最好的烹調方式是，不要切太細，快炒或是快速悶煮，避免長時間水煮，會使營養素流失較多。銀髮族牙口不好，可以將高麗菜切小塊狀後蒸煮，充分咀嚼，纖維質多，多吃可維持大便暢通，預防便秘。南投醫院鼓勵民眾多吃高麗菜、花椰菜和紅蘿蔔等蔬菜，可以預防大腸癌等長胃疾病發生。圖／南投醫院提供分享  facebook   "
"亞培問題產品 全國下架264萬罐","/news/story/7266/3358087","亞培安素爆出變質，旗下六項疑慮產品昨完成預防性下架，全台共下架264萬多罐。亞培公司今天也到食藥署說明，產品進入儲藏前會進行許多檢查措施，至於為什麼會結塊及變質，還待美國原廠技術人員調查。食藥署表示，已要求亞培一周內提出調查報告，以維護國人食安。
亞培6項疑慮產品為「亞培原味安素」、「腎補納」、「普寧勝」、「管灌安素」、「健力體」及「愛美力ＨＮ」，食藥署7日(上週五)要求6產品於48小時內完成預防性下架，該公司所在地的衛生主管機關、台北市衛生局也取樣帶回化驗。
亞培今晚報告表示，6項疑慮產品均已在48小時期限前，也就是今天傍晚5時全數下架完畢，共計264萬4939罐。
食藥署今要求亞培說明六件問題產品的品質管理，亞培亞洲區負責人出席食藥署會議。亞培表示，產品在原廠要進入儲藏之前，會進行多項檢查措施，原廠技術人員已經在調查是否有缺失。
食藥署食品組副組長魏任廷說，6項疑慮產品是原裝進口，均來自美國原廠，已要求亞培提出完整檢討報告，對於其他市面流通的25項產品也應一併進行清查，包括媒體報導的葡勝納及小安素等疑慮產品。
此外，食藥署也將加強亞培產品的邊境管理，提高抽驗率至逐批檢驗。
魏任廷說，消費者如果對亞培產品有疑慮，需要退換貨，可撥打亞培免付費專線0800-036-688，或電洽台北市民熱線1999，或洽食藥署食安專線1919。若又產品發現變質也可向當地衛生局反映，有助後續調查作業。亞培公司表示，產品進入儲藏前會進行許多檢查措施，至於為什麼會結塊及變質，還待美國原廠技術人員調查。食藥署要求亞培一周內提出調查報告。圖／台北市衛生局提供分享  facebook   "
"土壤液化高潛勢區 符合這些條件免擔心","/news/story/7266/3357875","日本北海道日前發生規模6.7強震，出現土壤液化情形，同處常遭地震侵襲的台灣，民眾可透過土壤液化潛勢區查詢自宅所處地區，若處高潛勢區，只要符合特定條件就不需太擔心。
土壤液化是由於砂質土壤加上高地下水位，遇到一定強度地震時，導致類似砂質顆粒浮在水中的現象，使砂質土壤失去承載建築物重量的能力，建築物因而下陷或傾斜。
在民國105年南台灣大地震後，經濟部中央地質調查所陸續公布各地土壤液化潛勢區，可透過網站（https://www.moeacgs.gov.tw/2016.htm）查詢，若民眾發現自宅位於中度、高度潛勢區也不用太緊張，只要符合營建署公布特定條件，受土壤液化影響可能性並不高。
根據內政部營建署公布的簡易自主檢查表，建築物依據九二一地震後，88年12月29日公告修正的「建築物耐震設計規範與解說」設計建築物，都已將土壤液化潛能評估納入耐震設計。
建築物因開挖或基礎加深，基礎下方已無會產生液化地層建築物，自然不會因液化而產生損壞；若無法確定基礎下方是否還有可能產生液化地層，營建署也提供簡易檢查方式，若地下室3層（含）以上建築物，可能發生液化地層大部分已在施作地下室時挖除，且通常採用筏式或樁基礎，受影響可能性小。
採用樁基礎建築物，以及地上3層（含）以下，採筏式或版式基礎建築物，都是可減低土壤液化造成損害的建築方式。
地調所目前已完成台北市、新北市、宜蘭縣、新竹縣市、台中市、彰化縣、雲林縣、嘉義縣市、台南市、高雄市、屏東縣等13縣市，規劃於109年前完成除山區、岩盤或礫石層以外應調查區調查。
日本北海道發生強震，造成土壤液化。 圖擷自Twitter分享  facebook   "
